,participant_id,path_num,person_robot,turn_num,start_idx,end_idx,walking_direction_lag,walking_direction_base_corr,walking_direction_lagged_corr,walking_direction_dtw,speeds_lag,speeds_base_corr,speeds_lagged_corr,speeds_dtw,mean_distance,mean_speed_difference,mean_walking_direction_difference,mean_pace_asymmetry
146,2107,2,person,3,468,518,2,0.43570433563298816,0.5060302063296473,32.60556963316716,19,0.06905408570724238,0.21613339827086644,40.14773776217483,2.4060366316852586,0.34918,61.8172392732162,0.34200314098086293
147,2107,2,person,4,520,549,-10,0.15451802478344462,0.5243778338495153,21.96994126204018,-9,-0.33499507326120614,0.7894013347954175,17.87070620649624,1.7966255329031384,0.38462068965517243,32.503746668456245,0.2979222357359642
148,2107,2,person,5,757,807,0,0.3780860238084671,0.3780860238084671,29.704120412914346,3,0.16617563535605878,0.3417818901522257,38.92431063739188,3.368979668910286,0.27390000000000003,53.10304681826456,0.21827757319438348
149,2107,2,robot,1,335,400,1,0.4753529239381677,0.4905819752994499,41.83443435465843,0,0.4511234077066298,0.4511234077066298,35.58539152980437,1.069538118495025,0.3727230769230769,39.375345897997484,0.3904667000036167
150,2107,2,robot,2,415,459,16,-0.08961807686808854,0.6551560147210975,45.76771933183613,23,0.11045325120938033,0.37235914258200226,35.75809790866492,3.0041904266812254,0.32811363636363633,70.74189405860209,0.37867580894695707
151,2107,2,robot,3,460,510,2,0.5904037257403806,0.6378690429105192,30.664485926903396,-12,-0.0640655077203808,0.33154721109002294,46.986019369940195,2.3443129868836725,0.36304000000000003,78.85594748219037,0.3663506054043318
152,2107,2,robot,4,538,608,10,0.10464339269173976,0.4473970630171874,40.62209028729153,-26,0.19204785457182993,0.27507599343092004,50.73616780800061,2.888838834609525,0.37202857142857143,46.01823180271695,0.296556827065735
153,2107,2,robot,5,656,707,3,0.3957372317663469,0.4361721508251282,38.0828467310799,9,-0.2792330826316497,0.6611742023098848,37.425701512132605,4.207882720665967,0.4459803921568627,45.52908190220951,0.3953444975250777
154,2107,3,person,1,313,351,-7,-0.515178964854503,0.5400733483670008,23.175411556314675,-20,0.15579657129741883,0.3291203204109612,28.51371923930657,2.6217964816065153,0.3291842105263158,53.45595682652686,0.3466599794509978
155,2107,3,person,2,470,514,19,0.03711830368379463,0.26405417147156574,39.08243502728843,3,0.16901549298529875,0.3331651492989421,34.82031948951968,4.3156681066740505,0.5168863636363636,86.55330914260182,0.6673238773636752
156,2107,3,person,3,555,613,-14,-0.3890100355755781,0.439514468862394,43.16372320562081,-21,0.0053227260853326375,0.3115115260652895,47.98158496797552,2.704273216834514,0.3400689655172413,86.60833173017271,0.42989293053307126
157,2107,3,person,4,904,930,8,-0.43834553874460513,0.2858285205368597,33.31347372537287,-4,-0.010720179358469093,0.2974583360862172,24.20089073661918,1.2697788464666517,0.18,38.660364350729154,0.11060430621595405
158,2107,3,person,5,932,979,4,0.08181724659735182,0.2036544073693978,46.63193160730974,31,-0.07888476380232973,0.4669088829233563,41.66116941717594,1.0651280538250405,0.395063829787234,51.22221819399619,0.3389248948567681
159,2107,3,robot,1,341,382,-12,0.1559483079279325,0.558101062891789,26.864975664997996,-20,-0.327654142837866,0.534591474869177,32.47186847019605,3.052698375377856,0.4855365853658536,61.66121114658473,0.44035163827204177
160,2107,3,robot,2,461,543,27,-0.21702508147347474,0.37504760293227385,75.38503511851702,-2,0.3759023282155574,0.39066004698208473,47.12926136768573,3.9525404268597217,0.5239146341463414,73.476916536648,0.5510110683043682
161,2107,3,robot,3,572,640,-14,-0.14267120747306294,0.5394259526860564,50.68363898754708,-21,0.1524969547639114,0.360798203333228,55.755269934289835,2.432886520088753,0.47216176470588245,80.59519050157985,0.4630541701073919
162,2107,3,robot,4,874,900,-10,-0.42958344019695566,0.47468886154159984,30.304083513883064,14,-0.2348022632719178,0.25748862482058743,29.04894713302658,0.33661221466111424,0.30161538461538456,41.30449586568541,0.1866348430352528
163,2107,3,robot,5,924,959,25,0.15588962176997442,0.38738871376870376,51.630167509644515,-5,0.08540611813883472,0.364699698090044,22.450697045919988,1.1222607872790948,0.44151428571428575,60.79562930917924,0.3630778278911789
164,2108,1,robot,1,66,91,-13,0.1150754860287015,0.619912543275755,20.307096881596994,-21,-0.22592122925674585,0.19450559349145777,23.28987060898066,2.168663189617477,0.38892000000000004,19.88441816379075,0.17372234239314538
165,2108,1,robot,2,436,464,0,0.8635910960959451,0.8635910960959451,12.509303992962515,-3,-0.10317749517551456,0.34586132748399345,28.906489048351006,3.8057830496589466,0.22157142857142856,68.05712758281832,0.309268827638068
166,2108,1,robot,3,465,506,23,-0.37563855265606755,0.3361356879136383,39.87224910932576,6,0.21063326452765452,0.3781971281002984,28.000173212901124,4.678547583513069,0.340219512195122,53.05915617936382,0.2801471213574596
167,2108,2,person,1,456,482,-1,0.31287870147734553,0.39076967809172647,22.018812576694636,23,-0.07154622287468851,0.5229388025585213,22.634766120725665,1.3208161994660759,0.38773076923076916,41.303688657530635,0.49086963208550133
168,2108,2,person,2,667,705,-23,-0.7381160721333233,0.3274005885031654,44.67237450921469,9,0.10062579058128,0.6911927787473857,31.477020976046852,4.014898180032267,0.3974473684210526,64.31120241719054,0.4598984572366775
